Nom base français;Nom attribut français;Nom frontière français;Tags français;Unité français;Sous-localisation géographique français;Incertitude;Total poste non décomposé;Code de la catégorie;Sous catégorie 1;Sous catégorie 2;Sous catégorie 3;Sous catégorie 4
Réseau de chaleur;92, Chaville, Réseau de Chaville;2021;Réseau de chaleur,Chaville,Réseau de Chaville;kgCO2e/kWh;Ile-de-France, Chaville;30;0,247;Réseaux de chaleur / froid ; Île-de-France ; 92. Hauts-de-Seine;;
Réseau de chaleur;92, CLICHY, Réseau de CLICHY;2021;Réseau de chaleur,Réseau de CLICHY,CLICHY;kgCO2e/kWh;Ile-de-France, CLICHY;30;0,258;Réseaux de chaleur / froid ; Île-de-France ; 92. Hauts-de-Seine;;
Réseau de chaleur;92, Colombes, Les Fosses Jean Nord;2021;Réseau de chaleur,Colombes,Les Fosses Jean Nord;kgCO2e/kWh;Ile-de-France, Colombes;30;0,351;Réseaux de chaleur / froid ; Île-de-France ; 92. Hauts-de-Seine;;
Réseau de chaleur;92, Colombes, Réseau de la Zac de la Marine;2021;Réseau de chaleur,Colombes,Réseau de la Zac de la Marine;kgCO2e/kWh;Ile-de-France, Colombes;30;0,135;Réseaux de chaleur / froid ; Île-de-France ; 92. Hauts-de-Seine;;
Réseau de chaleur;92, Courbevoie, Réseau de La Défense;2021;Réseau de chaleur,COURBEVOIE,Réseau de La Défense;kgCO2e/kWh;Ile-de-France, Courbevoie;30;0,181;Réseaux de chaleur / froid ; Île-de-France ; 92. Hauts-de-Seine;;
Réseau de chaleur;92, Courbevoie, Réseau SEINERGIE;2021;Réseau de chaleur,COURBEVOIE,Réseau SEINERGIE;kgCO2e/kWh;Ile-de-France, Courbevoie;30;0,271;Réseaux de chaleur / froid ; Île-de-France ; 92. Hauts-de-Seine;;
Réseau de chaleur;92, Gennevilliers, Réseau Gennevilliers;2021;Réseau de chaleur,Gennevilliers,Réseau Gennevilliers;kgCO2e/kWh;Ile-de-France, Gennevilliers;30;0,118;Réseaux de chaleur / froid ; Île-de-France ; 92. Hauts-de-Seine;;
Réseau de chaleur;92, LEVALLOIS PERRET, Réseau de chaleur de Levallois;2021;Réseau de chaleur,Réseau de chaleur de Levallois,LEVALLOIS PERRET;kgCO2e/kWh;Ile-de-France, LEVALLOIS PERRET;30;0,203;Réseaux de chaleur / froid ; Île-de-France ; 92. Hauts-de-Seine;;
Réseau de chaleur;92, Meudon, Réseau de Meudon;2021;Réseau de chaleur,Réseau de Meudon,Meudon;kgCO2e/kWh;Ile-de-France, Meudon;30;0,263;Réseaux de chaleur / froid ; Île-de-France ; 92. Hauts-de-Seine;;
Réseau de chaleur;92, NANTERRE, RESEAU QUARTIER HOCHE;2021;Réseau de chaleur,NANTERRE,RESEAU QUARTIER HOCHE;kgCO2e/kWh;Ile-de-France, NANTERRE;30;0,107;Réseaux de chaleur / froid ; Île-de-France ; 92. Hauts-de-Seine;;
Réseau de chaleur;92, NANTERRE, ZAC Sainte Geneviève;2021;Réseau de chaleur,NANTERRE,ZAC Sainte Geneviève;kgCO2e/kWh;Ile-de-France, NANTERRE;30;0,089;Réseaux de chaleur / froid ; Île-de-France ; 92. Hauts-de-Seine;;
Réseau de chaleur;92, Puteaux, Réseau Ciceo;2021;Réseau de chaleur,Puteaux,Réseau Ciceo;kgCO2e/kWh;Ile-de-France, Puteaux;30;0,254;Réseaux de chaleur / froid ; Île-de-France ; 92. Hauts-de-Seine;;
Réseau de chaleur;92, Suresnes, Réseau de Suresnes;2021;Réseau de chaleur,Suresnes,Réseau de Suresnes;kgCO2e/kWh;Ile-de-France, Suresnes;30;0,269;Réseaux de chaleur / froid ; Île-de-France ; 92. Hauts-de-Seine;;
Réseau de chaleur;92, Villeneuve-la-garenne, Résidence Villeneuve;2021;Réseau de chaleur,Villeneuve-la-garenne,Résidence Villeneuve;kgCO2e/kWh;Ile-de-France, Villeneuve-la-garenne;30;0,256;Réseaux de chaleur / froid ; Île-de-France ; 92. Hauts-de-Seine;;
Réseau de chaleur;93, Aulnay-sous-Bois, Garonor;2021;Réseau de chaleur,Aulnay-sous-Bois,Garonor;kgCO2e/kWh;Ile-de-France, Aulnay-sous-Bois;30;0,36;Réseaux de chaleur / froid ; Île-de-France ; 93. Seine-Saint-Denis;;
Réseau de chaleur;93, Aulnay-sous-Bois, Le Gros Saule;2021;Réseau de chaleur,Aulnay-sous-Bois,Le Gros Saule;kgCO2e/kWh;Ile-de-France, Aulnay-sous-Bois;30;0,241;Réseaux de chaleur / froid ; Île-de-France ; 93. Seine-Saint-Denis;;
Réseau de chaleur;93, Bagnolet, Réseau de Bagnolet;2021;Réseau de chaleur,Réseau de Bagnolet,Bagnolet;kgCO2e/kWh;Ile-de-France, Bagnolet;30;0,175;Réseaux de chaleur / froid ; Île-de-France ; 93. Seine-Saint-Denis;;
Réseau de chaleur;93, Bobigny, Zup de Bobigny;2021;Réseau de chaleur,Bobigny,Zup de Bobigny;kgCO2e/kWh;Ile-de-France, Bobigny;30;0,23;Réseaux de chaleur / froid ; Île-de-France ; 93. Seine-Saint-Denis;;
Réseau de chaleur;93, Bondy, Reseau de Bondy;2021;Réseau de chaleur,Bondy,Reseau de Bondy;kgCO2e/kWh;Ile-de-France, Bondy;30;0,149;Réseaux de chaleur / froid ; Île-de-France ; 93. Seine-Saint-Denis;;
Réseau de chaleur;93, Clichy-Sous-Bois, Le Chêne Pointu;2021;Réseau de chaleur,Clichy-Sous-Bois,Le Chêne Pointu;kgCO2e/kWh;Ile-de-France, Clichy-Sous-Bois;30;0,255;Réseaux de chaleur / froid ; Île-de-France ; 93. Seine-Saint-Denis;;
Réseau de chaleur;93, DRANCY, OPH DE DRANCY;2021;Réseau de chaleur,OPH DE DRANCY,DRANCY;kgCO2e/kWh;Ile-de-France, DRANCY;30;0,201;Réseaux de chaleur / froid ; Île-de-France ; 93. Seine-Saint-Denis;;
Réseau de chaleur;93, LA COURNEUVE, Réseau de La Courneuve;2021;Réseau de chaleur,LA COURNEUVE,Réseau de La Courneuve;kgCO2e/kWh;Ile-de-France, LA COURNEUVE;30;0,09;Réseaux de chaleur / froid ; Île-de-France ; 93. Seine-Saint-Denis;;
Réseau de chaleur;93, LE BLANC-MESNIL, Réseau du Blanc Mesnil;2021;Réseau de chaleur,Réseau du Blanc Mesnil,LE BLANC-MESNIL;kgCO2e/kWh;Ile-de-France, LE BLANC-MESNIL;30;0,107;Réseaux de chaleur / froid ; Île-de-France ; 93. Seine-Saint-Denis;;
Réseau de chaleur;93, LE BOURGET, Réseau chaud ADP le Bourget;2021;Réseau de chaleur,LE BOURGET,Réseau chaud ADP le Bourget;kgCO2e/kWh;Ile-de-France, LE BOURGET;30;0,292;Réseaux de chaleur / froid ; Île-de-France ; 93. Seine-Saint-Denis;;
Réseau de chaleur;93, NEUILLY SUR MARNE, Zup des Fauvettes;2021;Réseau de chaleur,Zup des Fauvettes,NEUILLY SUR MARNE;kgCO2e/kWh;Ile-de-France, NEUILLY SUR MARNE;30;0,077;Réseaux de chaleur / froid ; Île-de-France ; 93. Seine-Saint-Denis;;
Réseau de chaleur;93, ROSNY-SOUS-BOIS, Réseau de Rosny-sous-Bois /Noisy-le-Sec / Montreui;2021;Réseau de chaleur,Réseau de Rosny-sous-Bois /Noisy-le-Sec / Montreui,ROSNY-SOUS-BOIS;kgCO2e/kWh;Ile-de-France, ROSNY-SOUS-BOIS;30;0,035;Réseaux de chaleur / froid ; Île-de-France ; 93. Seine-Saint-Denis;;
Réseau de chaleur;93, Saint-Denis, Réseau de Saint Denis;2021;Réseau de chaleur,Saint-Denis,Réseau de Saint Denis;kgCO2e/kWh;Ile-de-France, Saint-Denis;30;0,146;Réseaux de chaleur / froid ; Île-de-France ; 93. Seine-Saint-Denis;;
Réseau de chaleur;93, SAINT-OUEN-SUR-SEINE, Réseau de chaleur de la ZAC des docks Saint-Ouen;2021;Réseau de chaleur,Réseau de chaleur de la ZAC des docks Saint-Ouen,SAINT-OUEN-SUR-SEINE;kgCO2e/kWh;Ile-de-France, SAINT-OUEN-SUR-SEINE;30;0,096;Réseaux de chaleur / froid ; Île-de-France ; 93. Seine-Saint-Denis;;
Réseau de chaleur;93, Sevran, SEBIO;2021;Réseau de chaleur,Sevran,SEBIO;kgCO2e/kWh;Ile-de-France, Sevran;30;0,133;Réseaux de chaleur / froid ; Île-de-France ; 93. Seine-Saint-Denis;;
Réseau de chaleur;93, Sevran, Zac de Sevran;2021;Réseau de chaleur,Sevran,Zac de Sevran;kgCO2e/kWh;Ile-de-France, Sevran;30;0,119;Réseaux de chaleur / froid ; Île-de-France ; 93. Seine-Saint-Denis;;
Réseau de chaleur;93, TREMBLAY EN France, Réseau de Tremblay en France;2021;Réseau de chaleur,Réseau de Tremblay en France,TREMBLAY EN France;kgCO2e/kWh;Ile-de-France, TREMBLAY EN France;30;0,071;Réseaux de chaleur / froid ; Île-de-France ; 93. Seine-Saint-Denis;;
Réseau de chaleur;93, Villepinte, Réseau de Villepinte;2021;Réseau de chaleur,Villepinte,Réseau de Villepinte;kgCO2e/kWh;Ile-de-France, Villepinte;30;0,063;Réseaux de chaleur / froid ; Île-de-France ; 93. Seine-Saint-Denis;;
Réseau de chaleur;94, Alfortville, Reseau  d'Alfortville - Smag;2021;Réseau de chaleur,Alfortville,Reseau  d'Alfortville - Smag;kgCO2e/kWh;Ile-de-France, Alfortville;30;0,037;Réseaux de chaleur / froid ; Île-de-France ; 94. Val de Marne;;
Réseau de chaleur;94, ARCUEIL, Arcueil-Gentilly;2021;Réseau de chaleur,ARCUEIL,Arcueil-Gentilly;kgCO2e/kWh;Ile-de-France, ARCUEIL;30;0,041;Réseaux de chaleur / froid ; Île-de-France ; 94. Val de Marne;;
Réseau de chaleur;94, Bonneuil-sur-Marne, SETBO;2021;Réseau de chaleur,Bonneuil-sur-Marne,SETBO;kgCO2e/kWh;Ile-de-France, Bonneuil-sur-Marne;30;0,032;Réseaux de chaleur / froid ; Île-de-France ; 94. Val de Marne;;
Réseau de chaleur;94, Cachan, Réseau de Cachan;2021;Réseau de chaleur,Cachan,Réseau de Cachan;kgCO2e/kWh;Ile-de-France, Cachan;30;0,088;Réseaux de chaleur / froid ; Île-de-France ; 94. Val de Marne;;
Réseau de chaleur;94, Champigny-sur-Marne, Réseau de Champigny sur Marne;2021;Réseau de chaleur,Champigny-sur-Marne,Réseau de Champigny sur Marne;kgCO2e/kWh;Ile-de-France, Champigny-sur-Marne;30;0,078;Réseaux de chaleur / froid ; Île-de-France ; 94. Val de Marne;;
Réseau de chaleur;94, CHEVILLY-LARUE, Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif;2021;Réseau de chaleur,CHEVILLY-LARUE,Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif;kgCO2e/kWh;Ile-de-France, CHEVILLY-LARUE;30;0,093;Réseaux de chaleur / froid ; Île-de-France ; 94. Val de Marne;;
Réseau de chaleur;94, Creteil, Réseaux de Créteil - Scuc;2021;Réseau de chaleur,Creteil,Réseaux de Créteil - Scuc;kgCO2e/kWh;Ile-de-France, Creteil;30;0,079;Réseaux de chaleur / froid ; Île-de-France ; 94. Val de Marne;;
Réseau de chaleur;94, FONTENAY-SOUS-BOIS, Réseau de Fontenay sous Bois;2021;Réseau de chaleur,FONTENAY-SOUS-BOIS,Réseau de Fontenay sous Bois;kgCO2e/kWh;Ile-de-France, FONTENAY-SOUS-BOIS;30;0,215;Réseaux de chaleur / froid ; Île-de-France ; 94. Val de Marne;;
Réseau de chaleur;94, Fresnes, Réseau de Fresnes;2021;Réseau de chaleur,Fresnes,Réseau de Fresnes;kgCO2e/kWh;Ile-de-France, Fresnes;30;0,102;Réseaux de chaleur / froid ; Île-de-France ; 94. Val de Marne;;
Réseau de chaleur;94, IVRY-SUR-SEINE, Réseau d'Ivry;2021;Réseau de chaleur,IVRY-SUR-SEINE,Réseau d'Ivry;kgCO2e/kWh;Ile-de-France, IVRY-SUR-SEINE;30;0,1;Réseaux de chaleur / froid ; Île-de-France ; 94. Val de Marne;;
Réseau de chaleur;94, IVRY-SUR-SEINE, Réseau de GEOTELLUENCE;2021;Réseau de chaleur,IVRY-SUR-SEINE,Réseau de GEOTELLUENCE;kgCO2e/kWh;Ile-de-France, IVRY-SUR-SEINE;30;0,095;Réseaux de chaleur / froid ; Île-de-France ; 94. Val de Marne;;
Réseau de chaleur;94, LIMEIL-BREVANNES, Réseau de Limeil-Brévannes;2021;Réseau de chaleur,LIMEIL-BREVANNES,Réseau de Limeil-Brévannes;kgCO2e/kWh;Ile-de-France, LIMEIL-BREVANNES;30;0,084;Réseaux de chaleur / froid ; Île-de-France ; 94. Val de Marne;;
Réseau de chaleur;94, Maisons-alfort, Réseau de maisons-alfort;2021;Réseau de chaleur,Réseau de maisons-alfort,Maisons-alfort;kgCO2e/kWh;Ile-de-France, Maisons-alfort;30;0,113;Réseaux de chaleur / froid ; Île-de-France ; 94. Val de Marne;;
Réseau de chaleur;94, Orly, Réseau chaud ADP Orly;2021;Réseau de chaleur,Orly,Réseau chaud ADP Orly;kgCO2e/kWh;Ile-de-France, Orly;30;0,109;Réseaux de chaleur / froid ; Île-de-France ; 94. Val de Marne;;
Réseau de chaleur;94, ORLY, Réseau d'Orly;2021;Réseau de chaleur,Orly,Réseau d'Orly;kgCO2e/kWh;Ile-de-France, ORLY;30;0,057;Réseaux de chaleur / froid ; Île-de-France ; 94. Val de Marne;;
Réseau de chaleur;94, RUNGIS, Marché International de Rungis;2021;Réseau de chaleur,Marché International de Rungis,RUNGIS;kgCO2e/kWh;Ile-de-France, RUNGIS;30;8,00E-03;Réseaux de chaleur / froid ; Île-de-France ; 94. Val de Marne;;
Réseau de chaleur;94, Sucy-en-Brie, Réseau de Sucy en Brie;2021;Réseau de chaleur,Sucy-en-Brie,Réseau de Sucy en Brie;kgCO2e/kWh;Ile-de-France, Sucy-en-Brie;30;0,019;Réseaux de chaleur / froid ; Île-de-France ; 94. Val de Marne;;
Réseau de chaleur;94, Thiais, Réseau de Thiais;2021;Réseau de chaleur,Thiais,Réseau de Thiais;kgCO2e/kWh;Ile-de-France, Thiais;30;0,032;Réseaux de chaleur / froid ; Île-de-France ; 94. Val de Marne;;
Réseau de chaleur;94, Villeneuve-Saint-Georges, Réseau de Villeneuve Saint Georges;2021;Réseau de chaleur,Réseau de Villeneuve Saint Georges,Villeneuve-Saint-Georges;kgCO2e/kWh;Ile-de-France, Villeneuve-Saint-Georges;30;0,152;Réseaux de chaleur / froid ; Île-de-France ; 94. Val de Marne;;
Réseau de chaleur;94, Vitry-sur-Seine, Réseau de Choisy-Vitry;2021;Réseau de chaleur,Vitry-sur-Seine,Réseau de Choisy-Vitry;kgCO2e/kWh;Ile-de-France, Vitry-sur-Seine;30;0,151;Réseaux de chaleur / froid ; Île-de-France ; 94. Val de Marne;;
Réseau de chaleur;95, Argenteuil, Réseau d'Argenteuil;2021;Réseau de chaleur,Argenteuil,Réseau d'Argenteuil;kgCO2e/kWh;Ile-de-France, Argenteuil;30;0,049;Réseaux de chaleur / froid ; Île-de-France ; 95. Val-d'Oise;;
Réseau de chaleur;95, CERGY, Réseau de Cergy - Pontoise;2021;Réseau de chaleur,Réseau de Cergy - Pontoise,CERGY;kgCO2e/kWh;Ile-de-France, CERGY;30;0,092;Réseaux de chaleur / froid ; Île-de-France ; 95. Val-d'Oise;;
Réseau de chaleur;95, Franconville, Zac de Montedour;2021;Réseau de chaleur,Franconville,Zac de Montedour;kgCO2e/kWh;Ile-de-France, Franconville;30;0,254;Réseaux de chaleur / froid ; Île-de-France ; 95. Val-d'Oise;;
Réseau de chaleur;95, Franconville, Zup de l'Epine Guyon;2021;Réseau de chaleur,Franconville,Zup de l'Epine Guyon;kgCO2e/kWh;Ile-de-France, Franconville;30;0,201;Réseaux de chaleur / froid ; Île-de-France ; 95. Val-d'Oise;;
Réseau de chaleur;95, Franconville, Zup de Sannois - Ermont - Franconville;2021;Réseau de chaleur,Franconville,Zup de Sannois - Ermont - Franconville;kgCO2e/kWh;Ile-de-France, Franconville;30;0,123;Réseaux de chaleur / froid ; Île-de-France ; 95. Val-d'Oise;;
Réseau de chaleur;95, Garges-Les-Gonesse, Van Gogh;2021;Réseau de chaleur,Garges-Les-Gonesse,Van Gogh;kgCO2e/kWh;Ile-de-France, Garges-Les-Gonesse;30;0,228;Réseaux de chaleur / froid ; Île-de-France ; 95. Val-d'Oise;;
Réseau de chaleur;95, GOUSSAINVILLE, Réseau de Goussainville;2021;Réseau de chaleur,Réseau de Goussainville,GOUSSAINVILLE;kgCO2e/kWh;Ile-de-France, GOUSSAINVILLE;30;0,036;Réseaux de chaleur / froid ; Île-de-France ; 95. Val-d'Oise;;
Réseau de chaleur;95, Pontoise, Réseau de Pontoise;2021;Réseau de chaleur,Pontoise,Réseau de Pontoise;kgCO2e/kWh;Ile-de-France, Pontoise;30;0,246;Réseaux de chaleur / froid ; Île-de-France ; 95. Val-d'Oise;;
Réseau de chaleur;95, ROISSY-EN-FRANCE, Réseaux chaud ADP Roissy;2021;Réseau de chaleur,Réseaux chaud ADP Roissy,ROISSY-EN-FRANCE;kgCO2e/kWh;Ile-de-France, ROISSY-EN-FRANCE;30;0,241;Réseaux de chaleur / froid ; Île-de-France ; 95. Val-d'Oise;;
Réseau de chaleur;95, Sarcelles, Grand Ensemble Sarcelles-Locheres;2021;Réseau de chaleur,Sarcelles,Grand Ensemble Sarcelles-Locheres;kgCO2e/kWh;Ile-de-France, Sarcelles;30;0,074;Réseaux de chaleur / froid ; Île-de-France ; 95. Val-d'Oise;;
Réseau de chaleur;95, TAVERNY, Zac Croix Rouge;2021;Réseau de chaleur,TAVERNY,Zac Croix Rouge;kgCO2e/kWh;Ile-de-France, TAVERNY;30;0,21;Réseaux de chaleur / froid ; Île-de-France ; 95. Val-d'Oise;;
Réseau de chaleur;95, Villiers-le-Bel, Réseau de Villiers le Bel - Gonesse;2021;Réseau de chaleur,Villiers-le-Bel,Réseau de Villiers le Bel - Gonesse;kgCO2e/kWh;Ile-de-France, Villiers-le-Bel;30;0,089;Réseaux de chaleur / froid ; Île-de-France ; 95. Val-d'Oise;;
Réseau de chaleur;Autres réseaux de chaleurs;2021;Réseau de chaleur,,Autres réseaux de chaleur;kgCO2e/kWh;France;30;0,385;Réseaux de chaleur / froid ; Autre;;;
Réseau de froid;11, Carcassonne, MCO CEF;2021;Réseau de froid,Carcassonne,MCO CEF;kgCO2e/kWh;Languedoc-Roussillon, Carcassonne;30;0,07;Réseaux de chaleur / froid ; Languedoc-Roussillon;;;
Réseau de froid;13, Gardanne, Réseau du pôle Yvon Morandat;2021;Réseau de froid,Réseau du pôle Yvon Morandat,Gardanne;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, Gardanne;30;0,029;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de froid;13, marseille, BET MASSILEO froid;2021;Réseau de froid,marseille,BET MASSILEO froid;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, marseille;30;0,044;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de froid;13, MARSEILLE, Réseau de froid Thassalia Marseille;2021;Réseau de froid,marseille,Réseau de froid Thassalia Marseille;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, MARSEILLE;30;0,023;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de froid;31, Toulouse, CANCEROPOLE;2021;Réseau de froid,TOULOUSE,Canceropôle;kgCO2e/kWh;Midi-Pyrénées, Toulouse;30;0,022;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de froid;31, TOULOUSE, Toulouse energie durable TED froid;2021;Réseau de froid,TOULOUSE,Toulouse energie durable TED froid;kgCO2e/kWh;Midi-Pyrénées, TOULOUSE;30;0,021;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de froid;33, BORDEAUX, BASSINS A FLOT - Froid;2021;Réseau de froid,BORDEAUX,BASSINS A FLOT - Froid;kgCO2e/kWh;Aquitaine, BORDEAUX;30;0,023;Réseaux de chaleur / froid ; Aquitaine;;;
Réseau de froid;33, LE BARP, LASERIS;2021;Réseau de froid,LE BARP,Laseris;kgCO2e/kWh;Aquitaine, LE BARP;30;0,031;Réseaux de chaleur / froid ; Aquitaine;;;
Réseau de froid;34, Castelnau-le-Lez, BET EUREKA froid;2021;Réseau de froid,Castelnau-le-Lez,BET EUREKA froid;kgCO2e/kWh;Languedoc-Roussillon, Castelnau-le-Lez;30;0,016;Réseaux de chaleur / froid ; Languedoc-Roussillon;;;
Réseau de froid;34, Lattes, BET BOIRARGUES froid;2021;Réseau de froid,Lattes,BET BOIRARGUES froid;kgCO2e/kWh;Languedoc-Roussillon, Lattes;30;4,00E-03;Réseaux de chaleur / froid ; Languedoc-Roussillon;;;
Réseau de froid;34, Montpellier, Ernest Granier;2021;Réseau de froid,MONTPELLIER,Ernest Granier;kgCO2e/kWh;Languedoc-Roussillon, Montpellier;30;0,025;Réseaux de chaleur / froid ; Languedoc-Roussillon;;;
Réseau de froid;34, MONTPELLIER, MUSE;2021;Réseau de froid,MONTPELLIER,MUSE;kgCO2e/kWh;Languedoc-Roussillon, MONTPELLIER;30;0,016;Réseaux de chaleur / froid ; Languedoc-Roussillon;;;
Réseau de froid;34, Montpellier, Polygone Antigone;2021;Réseau de froid,MONTPELLIER,Polygone Antigone;kgCO2e/kWh;Languedoc-Roussillon, Montpellier;30;0,078;Réseaux de chaleur / froid ; Languedoc-Roussillon;;;
Réseau de froid;34, MONTPELLIER, Port Marianne/Odysseum;2021;Réseau de froid,MONTPELLIER,Port Marianne/Odysseum;kgCO2e/kWh;Languedoc-Roussillon, MONTPELLIER;30;0,023;Réseaux de chaleur / froid ; Languedoc-Roussillon;;;
Réseau de froid;34, Montpellier, Réseau arche Jacques Coeur;2021;Réseau de froid,MONTPELLIER,Réseau arche Jacques Coeur;kgCO2e/kWh;Languedoc-Roussillon, Montpellier;30;0,025;Réseaux de chaleur / froid ; Languedoc-Roussillon;;;
Réseau de froid;38, Grenoble, Réseau froid CCIAG Grenoble;2021;Réseau de froid,Grenoble,Réseau froid CCIAG Grenoble;kgCO2e/kWh;Rhône-Alpes, Grenoble;30;0,029;Réseaux de chaleur / froid ; Rhône-Alpes ; 38. Isère;;
Réseau de froid;42, Saint-Etienne, Réseaux de Froid VIACONFORT;2021;Réseau de froid,Saint-Etienne,Réseaux de Froid VIACONFORT;kgCO2e/kWh;Rhône-Alpes, Saint-Etienne;30;0,026;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de froid;57, METZ, Réseau  Zac Amphithéâtre;2021;Réseau de froid,METZ,Réseau  Zac Amphithéâtre;kgCO2e/kWh;Lorraine, METZ;30;0,023;Réseaux de chaleur / froid ; Lorraine;;;
Réseau de froid;6, Roquebrune, BET CAP AZUR froid;2021;Réseau de froid,Roquebrune,BET CAP AZUR froid;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, Roquebrune;30;0,026;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de froid;69, LYON, Réseau de Lyon;2021;Réseau de froid,Lyon,Réseau de Lyon;kgCO2e/kWh;Rhône-Alpes, LYON;30;0,021;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de froid;75, PARIS, Réseau Climespace;2021;Réseau de froid,PARIS,Réseau Climespace;kgCO2e/kWh;Ile-de-France, PARIS;30;0,016;Réseaux de chaleur / froid ; Île-de-France ; 75. Paris;;
Réseau de froid;76, ROUEN, ZAC Luciline;2021;Réseau de froid,ROUEN,ZAC Luciline;kgCO2e/kWh;Haute-Normandie, ROUEN;30;4,00E-03;Réseaux de chaleur / froid ; Haute-Normandie;;;
Réseau de froid;91, Saclay, Réseau Paris Saclay;2021;Réseau de froid,Réseau Paris Saclay,Saclay;kgCO2e/kWh;Ile-de-France, Saclay;30;0,053;Réseaux de chaleur / froid ; Île-de-France ; 91. Essonne;;
Réseau de froid;92, BOULOGNE-BILLANCOURT, Réseau froid Seguin Rives de Seine;2021;Réseau de froid,BOULOGNE-BILLANCOURT,Réseau froid Seguin Rives de Seine;kgCO2e/kWh;Ile-de-France, BOULOGNE-BILLANCOURT;30;0,026;Réseaux de chaleur / froid ; Île-de-France ; 92. Hauts-de-Seine;;
Réseau de froid;92, Courbevoie, Réseau de La Défense;2021;Réseau de froid,COURBEVOIE,Réseau de La Défense;kgCO2e/kWh;Ile-de-France, Courbevoie;30;0,023;Réseaux de chaleur / froid ; Île-de-France ; 92. Hauts-de-Seine;;
Réseau de froid;92, COURBEVOIE, Réseau Suc - Société Urbaine de Climatisation;2021;Réseau de froid,COURBEVOIE,Réseau Suc - Société Urbaine de Climatisation;kgCO2e/kWh;Ile-de-France, COURBEVOIE;30;0,02;Réseaux de chaleur / froid ; Île-de-France ; 92. Hauts-de-Seine;;
Réseau de froid;92, Levallois-Perret, Cristalia;2021;Réseau de froid,Levallois-Perret,Cristalia;kgCO2e/kWh;Ile-de-France, Levallois-Perret;30;0,019;Réseaux de chaleur / froid ; Île-de-France ; 92. Hauts-de-Seine;;
Réseau de froid;92, Suresnes, Réseau de froid de Suresnes;2021;Réseau de froid,Suresnes,Réseau de froid de Suresnes;kgCO2e/kWh;Ile-de-France, Suresnes;30;0,033;Réseaux de chaleur / froid ; Île-de-France ; 92. Hauts-de-Seine;;
Réseau de froid;93, LE BOURGET, Réseau froid ADP Le Bourget;2021;Réseau de froid,LE BOURGET,Réseau froid ADP Le Bourget;kgCO2e/kWh;Ile-de-France, LE BOURGET;30;0,073;Réseaux de chaleur / froid ; Île-de-France ; 93. Seine-Saint-Denis;;
Réseau de froid;93, Saint-Denis, Stade Energies SAS;2021;Réseau de froid,Saint-Denis,Stade Energies SAS;kgCO2e/kWh;Ile-de-France, Saint-Denis;30;0,012;Réseaux de chaleur / froid ; Île-de-France ; 93. Seine-Saint-Denis;;
Réseau de froid;94, Orly, Réseau froid ADP Orly;2021;Réseau de froid,Orly,Réseau froid ADP Orly;kgCO2e/kWh;Ile-de-France, Orly;30;0,017;Réseaux de chaleur / froid ; Île-de-France ; 94. Val de Marne;;
Réseau de froid;95, ROISSY-EN-FRANCE, Réseau froid ADP Roissy;2021;Réseau de froid,ROISSY-EN-FRANCE,Réseau froid ADP Roissy;kgCO2e/kWh;Ile-de-France, ROISSY-EN-FRANCE;30;0,02;Réseaux de chaleur / froid ; Île-de-France ; 95. Val-d'Oise;;
Réseau de froid;Autres réseaux de froid;2021;Réseau de froid,,Autres réseaux de froid;kgCO2e/kWh;France;30;0,12;Réseaux de chaleur / froid ; Autre;;;
