Structure;Poste;Nom base français;Spécificité 1;Spécificité 2;Tags français;Unité français;Localisation géographique;Incertitude;Total poste non décomposé;Code de la catégorie;Sous catégorie 1;Sous catégorie 2;Sous catégorie 3;Sous catégorie 4
élément décomposé par poste;Postes 13 et 23;Voiture gazole;Mixte;2018;voiture,Mixte;kgCO2e/passager.km;France continentale;60;0,142;Transport de personnes ; Routier ; Voiture particulière ; Par usage :courte distance, longue distance, mixte - toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture GNV;Courte distance;2018;voiture,Courte distance;kgCO2e/passager.km;France continentale;60;0,166;Transport de personnes ; Routier ; Voiture particulière ; Par usage :courte distance, longue distance, mixte - toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture GNV;Longue distance;2018;voiture,Longue distance;kgCO2e/passager.km;France continentale;60;0,115;Transport de personnes ; Routier ; Voiture particulière ; Par usage :courte distance, longue distance, mixte - toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture GNV;Mixte;2018;voiture,Mixte;kgCO2e/passager.km;France continentale;60;0,148;Transport de personnes ; Routier ; Voiture particulière ; Par usage :courte distance, longue distance, mixte - toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture GPL;Courte distance;2018;voiture,Courte distance;kgCO2e/passager.km;France continentale;60;0,163;Transport de personnes ; Routier ; Voiture particulière ; Par usage :courte distance, longue distance, mixte - toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture GPL;Longue distance;2018;voiture,Longue distance;kgCO2e/passager.km;France continentale;60;0,113;Transport de personnes ; Routier ; Voiture particulière ; Par usage :courte distance, longue distance, mixte - toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture GPL;Mixte;2018;voiture,Mixte;kgCO2e/passager.km;France continentale;60;0,146;Transport de personnes ; Routier ; Voiture particulière ; Par usage :courte distance, longue distance, mixte - toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture moyenne;Courte distance;2018;voiture,Courte distance;kgCO2e/passager.km;France continentale;60;0,156;Transport de personnes ; Routier ; Voiture particulière ; Par usage :courte distance, longue distance, mixte - toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture moyenne;Longue distance;2018;voiture,Longue distance;kgCO2e/passager.km;France continentale;60;0,103;Transport de personnes ; Routier ; Voiture particulière ; Par usage :courte distance, longue distance, mixte - toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture moyenne;Mixte;2018;voiture,Mixte;kgCO2e/passager.km;France continentale;60;0,136;Transport de personnes ; Routier ; Voiture particulière ; Par usage :courte distance, longue distance, mixte - toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture particulière;Berline;Hydrogène électrolyse lix EnR décentralisée;berline,véhicule,hydrogène,H2,électrolyse;kgCO2e/km;France continentale;50;0,072;Transport de personnes ; Routier ; Voiture particulière ; Par gamme :toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture particulière;Berline;Hydrogène électrolyse mix France décentralisée;berline,véhicule,hydrogène,H2,électrolyse;kgCO2e/km;France continentale;50;0,081;Transport de personnes ; Routier ; Voiture particulière ; Par gamme :toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture particulière;Berline;Hydrogène électrolyse UE décentralisée;berline,véhicule,hydrogène,H2,électrolyse;kgCO2e/km;Europe;50;0,258;Transport de personnes ; Routier ; Voiture particulière ; Par gamme :toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture particulière;Berline;Hydrogène SMR biométhane centralisé;berline,véhicule,Biométhane,hydrogène,H2,SMR;kgCO2e/km;France continentale;50;0,125;Transport de personnes ; Routier ; Voiture particulière ; Par gamme :toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture particulière;Berline;Hydrogène SMR GN centralisé;berline,gaz naturel,véhicule,hydrogène,H2,SMR;kgCO2e/km;France continentale;50;0,216;Transport de personnes ; Routier ; Voiture particulière ; Par gamme :toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture particulière;Coeur de gamme - Véhicule compact;Electrique;transport de personne routier,voiture,VP,électique;kgCO2e/km;France continentale;70;0,103;Transport de personnes ; Routier ; Voiture particulière ; Par gamme :toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture particulière;Coeur de gamme - Véhicule compact;Hybride rechargeable, plug in-hybrid, P2/prius;électique,transport de personne routier,voiture,VP,hybride;kgCO2e/km;France continentale;70;0,0733;Transport de personnes ; Routier ; Voiture particulière ; Par gamme :toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture particulière;Coeur de gamme - Véhicule compact;Hybride, full, P2;électique,transport de personne routier,voiture,VP,hybride;kgCO2e/km;France continentale;70;0,183;Transport de personnes ; Routier ; Voiture particulière ; Par gamme :toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture particulière;Coeur de gamme - Véhicule compact;Hybride, full, Prius;électique,transport de personne routier,voiture,VP,hybride;kgCO2e/km;France continentale;70;0,147;Transport de personnes ; Routier ; Voiture particulière ; Par gamme :toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture particulière;Coeur de gamme - Véhicule compact;Hybride, mild, diesel;électique,transport de personne routier,voiture,VP,hybride;kgCO2e/km;France continentale;70;0,217;Transport de personnes ; Routier ; Voiture particulière ; Par gamme :toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture particulière;Coeur de gamme - Véhicule compact;Hybride, mild, essence;électique,transport de personne routier,voiture,VP,hybride;kgCO2e/km;France continentale;70;0,232;Transport de personnes ; Routier ; Voiture particulière ; Par gamme :toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture particulière;Entrée de gamme - Véhicule léger;Electrique;transport de personne routier,voiture,VP,électique;kgCO2e/km;France continentale;70;0,0953;Transport de personnes ; Routier ; Voiture particulière ; Par gamme :toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture particulière;Entrée de gamme - Véhicule léger;Hybride rechargeable avec alimentation auxilliaire de puissance;électique,transport de personne routier,voiture,VP,hybride;kgCO2e/km;France continentale;70;0,0718;Transport de personnes ; Routier ; Voiture particulière ; Par gamme :toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture particulière;Entrée de gamme - Véhicule léger;Hybride, mild essence;électique,transport de personne routier,voiture,VP,hybride;kgCO2e/km;France continentale;70;0,171;Transport de personnes ; Routier ; Voiture particulière ; Par gamme :toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture particulière;Haut de gamme - Berline;Electrique;transport de personne routier,voiture,VP,électique;kgCO2e/km;France continentale;70;0,139;Transport de personnes ; Routier ; Voiture particulière ; Par gamme :toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture particulière;Haut de gamme - Berline;Hybride rechargeable, plug in-hybrid, P2 / Prius;électique,transport de personne routier,voiture,VP,hybride;kgCO2e/km;France continentale;70;0,102;Transport de personnes ; Routier ; Voiture particulière ; Par gamme :toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture particulière;Haut de gamme - Berline;Hybride, full P2;électique,transport de personne routier,voiture,VP,hybride;kgCO2e/km;France continentale;70;0,255;Transport de personnes ; Routier ; Voiture particulière ; Par gamme :toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture particulière;Haut de gamme - Berline;Hybride, full Prius;électique,transport de personne routier,voiture,VP,hybride;kgCO2e/km;France continentale;70;0,207;Transport de personnes ; Routier ; Voiture particulière ; Par gamme :toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture particulière;Haut de gamme - Berline;Hybride, mild diesel;électique,transport de personne routier,voiture,VP,hybride;kgCO2e/km;France continentale;70;0,277;Transport de personnes ; Routier ; Voiture particulière ; Par gamme :toutes motorisations;
élément décomposé par poste;Postes 13 et 23;Voiture particulière;Haut de gamme - Berline;Hybride, mild essence;électique,transport de personne routier,voiture,VP,hybride;kgCO2e/km;France continentale;70;0,348;Transport de personnes ; Routier ; Voiture particulière ; Par gamme :toutes motorisations;
élément décomposé par poste;Poste 12;Vraquier;10 000 à 100 000 tonnes;HFO - MGO;bateau,vraquier,fret;kgCO2e/t.km;France continentale;60;7,41E-03;Transport de marchandises ; Maritime ; Vraquiers;;
élément décomposé par poste;Poste 12;Vraquier;< 10 000 tonnes;GNL;bateau,vraquier,fret;kgCO2e/t.km;France continentale;60;2,70E-03;Transport de marchandises ; Maritime ; Vraquiers;;
élément décomposé par poste;Poste 12;Vraquier;< 10 000 tonnes;HFO - MGO;bateau,vraquier,fret;kgCO2e/t.km;France continentale;60;0,0325;Transport de marchandises ; Maritime ; Vraquiers;;
élément décomposé par poste;Poste 12;Vraquier;> 100 000 tonnes;HFO - MGO;bateau,vraquier,fret;kgCO2e/t.km;France continentale;60;2,90E-03;Transport de marchandises ; Maritime ; Vraquiers;;
élément décomposé par poste;Poste 12;VUL;< 3,5 tonnes;Diesel routier, incorporation 7 % de biodiesel;VUL,camion,fret;kgCO2e/t.km;France continentale;70;0,826;Transport de marchandises ; Routier ; Par catégorie ; VUL par motorisation;
élément décomposé par poste;Poste 12;VUL;< 3,5 tonnes;Essence;VUL,camion,fret;kgCO2e/t.km;France continentale;70;1,16;Transport de marchandises ; Routier ; Par catégorie ; VUL par motorisation;
élément décomposé par poste;Poste 12;VUL;< 3,5 tonnes;GNC;VUL,camion,fret;kgCO2e/t.km;France continentale;70;0,773;Transport de marchandises ; Routier ; Par catégorie ; VUL par motorisation;
élément décomposé par poste;Poste 12;VUL;< 3,5 tonnes;GPL;VUL,camion,fret;kgCO2e/t.km;France continentale;70;0,813;Transport de marchandises ; Routier ; Par catégorie ; VUL par motorisation;
élément décomposé par poste;Poste 10;yaourtière;8 pots;;Cuisine,électroménager,yaourtière,8 pots;kgCO2e/unité;France continentale;50;21,7;Achats de biens ; Machines et équipements ; Electroménager;;
élément non décomposé;Poste 9;Zinc;/;neuf;Métaux,zinc;kgCO2e/tonne;France continentale;30;2933;Achats de biens ; Métaux et produits métalliques ; Autres métaux;;
élément non décomposé;Poste 9;Zinc;/;recyclé;Métaux,zinc;kgCO2e/tonne;France continentale;30;2933;Achats de biens ; Métaux et produits métalliques ; Autres métaux;;
élément non décomposé;Poste 11;Déchets du bâtiment;Plastique rigide PE;Recyclage granulés - Impacts;Plastique,Bâtiment,Déchet,Recyclage,PE;kgCO2e/tonne de déchets;France continentale;10;313;Traitement des déchets ; Activités Economiques ; Déchets du bâtiment ; Plastiques;
élément non décomposé;Poste 11;Déchets du bâtiment;Plastique rigide PE;Recyclage paillettes - Impacts;Plastique,Bâtiment,Déchet,Recyclage,PE;kgCO2e/tonne de déchets;France continentale;10;258;Traitement des déchets ; Activités Economiques ; Déchets du bâtiment ; Plastiques;
élément non décomposé;Poste 11;Déchets du bâtiment;Plastique rigide PVC;Recyclage - Impacts;Plastique,PVC,Bâtiment,Déchet,Recyclage;kgCO2e/tonne de déchets;France continentale;10;141;Traitement des déchets ; Activités Economiques ; Déchets du bâtiment ; Plastiques;
élément non décomposé;Poste 11;Emballages;Plastique rigide PE;Recyclage granulés - Impacts;Plastique,Déchet,Recyclage,PE;kgCO2e/tonne de déchets;France continentale;10;313;Traitement des déchets ; Ménages et assimilés ; Emballages ; Plastiques PE;
élément non décomposé;Poste 11;Emballages;Plastique rigide PE;Recyclage paillettes - Impacts;Plastique,Déchet,Recyclage,PE;kgCO2e/tonne de déchets;France continentale;10;258;Traitement des déchets ; Ménages et assimilés ; Emballages ; Plastiques PE;
élément non décomposé;Poste 11;Emballages;Plastique rigide PET;Recyclage granulés - Impacts;Plastique,PET,Déchet,Recyclage,Emballage;kgCO2e/tonne de déchets;France continentale;10;548;Traitement des déchets ; Ménages et assimilés ; Emballages ; Plastiques PET;
élément non décomposé;Poste 11;Emballages;Plastique rigide PET;Recyclage paillettes - Impacts;Plastique,PET,Déchet,Recyclage,Emballage;kgCO2e/tonne de déchets;France continentale;10;480;Traitement des déchets ; Ménages et assimilés ; Emballages ; Plastiques PET;
élément non décomposé;Poste 11;Emballages;Plastique rigide PP;Recyclage granulés - Impacts;Plastique,PP,Déchet,Recyclage granulés;kgCO2e/tonne de déchets;France continentale;10;173;Traitement des déchets ; Ménages et assimilés ; Emballages ; Plastiques PP;
élément non décomposé;Poste 11;Emballages;Plastique souple PE;Recyclage granulés - Impacts;Plastique,Déchet,Recyclage,PE;kgCO2e/tonne de déchets;France continentale;10;134;Traitement des déchets ; Ménages et assimilés ; Emballages ; Plastiques PE;
élément non décomposé;Poste 11;Plastique rigide PE;/;Recyclage granulés - Impacts;Plastique,Déchet,Recyclage,PE;kgCO2e/tonne de déchets;France continentale;10;313;Traitement des déchets ; Activités Economiques ; Plastiques;;
élément non décomposé;Poste 11;Plastique rigide PE;/;Recyclage paillettes - Impacts;Plastique,Déchet,Recyclage,PE;kgCO2e/tonne de déchets;France continentale;10;258;Traitement des déchets ; Activités Economiques ; Plastiques;;
élément non décomposé;Poste 11;Plastique rigide PET;/;Recyclage granulés - Impacts;Plastique,PET,Déchet,Recyclage;kgCO2e/tonne de déchets;France continentale;10;548;Traitement des déchets ; Activités Economiques ; Plastiques;;
élément non décomposé;Poste 11;Plastique rigide PET;/;Recyclage paillettes - Impacts;Plastique,PET,Déchet,Recyclage;kgCO2e/tonne de déchets;France continentale;10;480;Traitement des déchets ; Activités Economiques ; Plastiques;;
